Percent-of-Population-Under-15-(2013-2017),Percent-of-Population-Aged-15-to-64-(2013-2017),Percent-of-Population-65+-(2013-2017),Percent-of-Population-White-(non-Hispanic)-(2013-2017),Percent-of-Populaiton-Black-(non-Hispanic)-(2013-2017),Percent-of-Population-Hispanic-or-Latino-(2013-2017),Percent-of-Population-Asian-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2013-2017),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2013-2017),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2013-2017),Poverty-Rate-(2013-2017),Median-Household-Income-(2013-2017),Unemployment-Rate-(2013-2017),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2013-2017),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2013-2017),Percent-of-Popualtion-Employed-in-Construction-(2013-2017),Percent-of-Popualtion-Employed-in-Trade-Transportation-and-Utilities-(2013-2017),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,death-rate-2013-2016,goodsam-law,goodsam-cs_Arrest,goodsam-cs_Charge,goodsam-cs_Prosecution,goodsam-cs_Law provides an affirmative defense,goodsam-cs_None,goodsam-paraphernalia_Arrest,goodsam-paraphernalia_Charge,goodsam-paraphernalia_Prosecution,goodsam-paraphernalia_Law provides an affirmative defense,goodsam-paraphernalia_None,goodsam-paroleyn,goodsam-parole_Protection from arrest,goodsam-parole_Protection from charge,goodsam-parole_Protection from prosecution,goodsam-parole_Protection from revocation of probation and/or parole,goodsam-parole_General protection from sanctions for violation of probation and/or parole,goodsam-mitigation,goodsam-mit-type_Controlled substances offenses,goodsam-mit-type_Alcohol-related offenses,goodsam-mit-type_Other offenses beyond controlled substances and alcohol-related violations
0.1982,0.6893,0.1125,0.8131,0.1113,0.0395,0.0124,0.0033,0.0014,0.9107,0.2911,0.1609,50872.0,0.0583,0.1044,0.021,0.0662,0.1795,4.0,3.0,4.98,Urban,3.0,2.0,1.0,4.0,2.0,20.76118820432331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1712,0.6116,0.2172,0.8292,0.0816,0.0521,0.0071,0.0069,0.0001,0.8836,0.2062,0.2063,40011.0,0.0911,0.1713,0.0074,0.0469,0.2003,4.0,7.0,19.56,Urban,3.0,4.0,4.0,2.0,3.0,59.72054902,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.191,0.6477,0.1613,0.9315,0.0434,0.0093,0.0018,0.0031,0.0001,0.9002,0.1984,0.13,49195.0,0.0797,0.1465,0.0457,0.0464,0.1616,1.0,2.0,0.0,Urban,5.0,2.0,3.0,4.0,4.0,22.16557685913776,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1901,0.6582,0.1516,0.3989,0.5608,0.0189,0.008,0.0015,0.0,0.8428,0.1699,0.255,36377.0,0.0974,0.1827,0.0075,0.0215,0.1629,3.0,3.0,6.91,Urban,4.0,4.0,4.0,4.0,4.0,17.959522000414452,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.147,0.7185,0.1346,0.6459,0.3084,0.036,0.0,0.0044,0.0,0.7905,0.078,0.2334,32369.0,0.1156,0.1911,0.06,0.0318,0.126,0.0,0.0,0.0,Urban,5.0,5.0,4.0,5.0,5.0,28.70470039468963,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.181,0.627,0.192,0.7313,0.2096,0.032,0.0,0.0119,0.0,0.86,0.0972,0.1939,35396.0,0.0884,0.1982,0.0261,0.0618,0.1565,0.0,0.0,0.0,Urban,5.0,3.0,5.0,5.0,5.0,23.77932783766645,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2186,0.6554,0.126,0.8686,0.0589,0.0406,0.0074,0.0043,0.0012,0.8809,0.1951,0.121,56156.0,0.0561,0.1229,0.0345,0.06,0.2112,1.0,3.0,1.4,Urban,5.0,2.0,2.0,4.0,3.0,29.46169278469114,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1925,0.6317,0.1758,0.9055,0.0004,0.0525,0.0042,0.0082,0.0,0.8036,0.1133,0.1809,39839.0,0.0518,0.1433,0.0115,0.0213,0.1955,1.0,1.0,6.34,Urban,5.0,3.0,4.0,4.0,4.0,25.37910031089398,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2022,0.6475,0.1503,0.6966,0.2494,0.029,0.0013,0.0059,0.0007,0.8553,0.145,0.2064,39955.0,0.0862,0.16,0.0129,0.0519,0.2708,4.0,2.0,9.16,Urban,5.0,3.0,3.0,5.0,4.0,20.61100169468236,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1772,0.6377,0.185,0.9234,0.0255,0.0237,0.0011,0.0029,0.0,0.8223,0.1063,0.1782,45819.0,0.0736,0.1887,0.0684,0.0878,0.1422,0.0,0.0,0.0,Urban,5.0,2.0,3.0,5.0,4.0,29.279718914698417,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1942,0.6333,0.1725,0.878,0.0595,0.0276,0.0012,0.0024,0.0,0.7872,0.0958,0.2212,35163.0,0.0679,0.2154,0.0753,0.0185,0.239,1.0,1.0,0.0,Urban,5.0,4.0,5.0,5.0,5.0,45.584517840122665,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1996,0.6656,0.1348,0.5362,0.3571,0.0595,0.0213,0.0023,0.0003,0.9009,0.3293,0.1799,47101.0,0.0644,0.1225,0.0026,0.0349,0.1958,18.0,17.0,12.0,Urban,2.0,2.0,3.0,2.0,2.0,22.715323399845843,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1962,0.6337,0.1701,0.8667,0.0603,0.0424,0.0101,0.0029,0.0003,0.8926,0.2453,0.0852,57632.0,0.0469,0.1395,0.0025,0.0835,0.2283,2.0,5.0,3.46,Urban,4.0,1.0,2.0,4.0,3.0,26.821945542798307,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2041,0.6527,0.1432,0.7102,0.0651,0.1338,0.0432,0.0128,0.0006,0.8248,0.1879,0.2218,40023.0,0.0544,0.1789,0.0127,0.0359,0.2003,6.0,2.0,9.42,Urban,4.0,4.0,3.0,3.0,3.0,28.268329263217407,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.212,0.6808,0.1073,0.7236,0.0337,0.1617,0.0237,0.008,0.0212,0.8418,0.3118,0.1898,45442.0,0.0521,0.086,0.0034,0.0448,0.2242,7.0,5.0,13.64,Urban,3.0,2.0,1.0,3.0,2.0,15.459464375028418,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.18,0.6955,0.1244,0.3263,0.1102,0.2256,0.2801,0.0031,0.0082,0.873,0.4389,0.1202,79831.0,0.0711,0.0724,0.0011,0.0552,0.1827,32.0,25.0,9.22,Urban,2.0,2.0,1.0,2.0,1.0,11.836405918950522,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1678,0.6618,0.1704,0.7343,0.0146,0.1541,0.0424,0.0069,0.0017,0.8826,0.2615,0.2127,44366.0,0.1072,0.1481,0.0397,0.0407,0.174,11.0,8.0,13.4,Urban,3.0,3.0,2.0,4.0,3.0,24.56706138,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1937,0.6643,0.142,0.4556,0.0847,0.2506,0.1532,0.0025,0.0047,0.8906,0.4027,0.1019,82881.0,0.0768,0.0866,0.0039,0.0656,0.1772,26.0,23.0,7.49,Urban,2.0,2.0,1.0,2.0,1.0,17.23943407721642,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1681,0.6532,0.1787,0.7873,0.0086,0.125,0.0412,0.0066,0.0018,0.9263,0.3298,0.0984,72586.0,0.0958,0.104,0.0101,0.0743,0.1369,9.0,5.0,12.57,Urban,2.0,3.0,1.0,2.0,2.0,13.66120218579235,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2421,0.6458,0.1121,0.3076,0.0472,0.5203,0.0975,0.0045,0.0013,0.7378,0.1973,0.2692,45963.0,0.1191,0.1137,0.1311,0.041,0.1724,25.0,9.0,5.81,Urban,4.0,3.0,2.0,4.0,3.0,23.87972922463557,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2394,0.6415,0.1192,0.1193,0.0235,0.827,0.0125,0.0064,0.0007,0.6703,0.1396,0.241,42560.0,0.1709,0.1142,0.1909,0.0274,0.1933,6.0,2.0,11.19,Urban,5.0,4.0,2.0,5.0,4.0,26.28532440005145,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2471,0.6542,0.0987,0.3603,0.052,0.5162,0.0446,0.0051,0.0011,0.736,0.1566,0.2315,49788.0,0.1195,0.1031,0.2274,0.0518,0.1584,23.0,9.0,7.0,Urban,5.0,3.0,2.0,4.0,4.0,29.035838028225587,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2317,0.6775,0.0907,0.3363,0.0593,0.5315,0.0361,0.0077,0.0022,0.7285,0.1279,0.216,47241.0,0.1169,0.1041,0.1601,0.0194,0.1307,5.0,3.0,7.32,Urban,5.0,4.0,2.0,5.0,4.0,17.968734402140274,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1882,0.6898,0.122,0.2673,0.0797,0.4834,0.1405,0.0019,0.0024,0.7772,0.3076,0.1781,57952.0,0.0891,0.073,0.0022,0.0297,0.1889,295.0,198.0,7.58,Urban,3.0,3.0,1.0,2.0,2.0,12.677541511491071,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2332,0.6382,0.1285,0.3579,0.0305,0.5625,0.0189,0.0095,0.0009,0.717,0.1313,0.2206,45742.0,0.0821,0.1131,0.2472,0.0302,0.1119,2.0,4.0,3.26,Urban,5.0,3.0,2.0,4.0,4.0,22.16919004212146,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1707,0.6347,0.1946,0.7185,0.0226,0.1579,0.056,0.0018,0.0015,0.9311,0.5708,0.0808,100310.0,0.0511,0.0609,0.0033,0.0567,0.1615,17.0,14.0,16.19,Urban,1.0,3.0,1.0,1.0,1.0,13.10929294642926,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2506,0.6447,0.1047,0.2948,0.031,0.5754,0.0731,0.003,0.0019,0.6861,0.1366,0.2422,44397.0,0.1574,0.144,0.1825,0.0257,0.1625,5.0,5.0,7.17,Urban,5.0,3.0,2.0,5.0,3.0,23.018781061203544,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.224,0.6562,0.1198,0.3106,0.0248,0.5743,0.0569,0.0025,0.0046,0.709,0.2365,0.161,60889.0,0.0685,0.07,0.2851,0.0286,0.1398,14.0,6.0,7.67,Urban,3.0,4.0,2.0,3.0,3.0,9.530428799561136,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1796,0.6503,0.1701,0.5372,0.0202,0.3349,0.0762,0.003,0.0018,0.8391,0.3305,0.0881,74609.0,0.0656,0.0828,0.0676,0.0514,0.1323,5.0,4.0,7.81,Urban,2.0,3.0,1.0,1.0,1.0,12.071891665423973,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1891,0.6791,0.1318,0.4197,0.0153,0.3418,0.1906,0.0021,0.0028,0.8451,0.3845,0.1246,78145.0,0.0676,0.0592,0.002,0.0586,0.169,153.0,76.0,8.84,Urban,2.0,2.0,1.0,1.0,1.0,30.68120251158048,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1873,0.6341,0.1786,0.7427,0.0139,0.1347,0.0661,0.0034,0.0014,0.942,0.369,0.087,76926.0,0.0703,0.0781,0.0027,0.0819,0.1963,13.0,6.0,8.37,Urban,2.0,2.0,1.0,2.0,1.0,12.413275728537853,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2169,0.6512,0.1319,0.3725,0.0593,0.4746,0.0599,0.004,0.0027,0.8048,0.2119,0.1646,57972.0,0.1133,0.0939,0.0192,0.0803,0.2182,58.0,21.0,6.24,Urban,4.0,3.0,1.0,3.0,3.0,20.65500462155729,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2031,0.669,0.1279,0.4637,0.0956,0.2251,0.1489,0.0041,0.0102,0.8678,0.2928,0.1788,57509.0,0.1024,0.1068,0.0048,0.049,0.1436,40.0,31.0,7.77,Urban,3.0,3.0,1.0,3.0,2.0,13.790306225917664,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2215,0.6662,0.1123,0.3615,0.0072,0.5833,0.0249,0.003,0.0015,0.783,0.1895,0.1079,73814.0,0.1076,0.0704,0.1223,0.0685,0.1923,4.0,1.0,5.17,Urban,4.0,1.0,1.0,3.0,2.0,24.11672494875196,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2256,0.6708,0.1036,0.3051,0.0809,0.517,0.0659,0.0032,0.003,0.7879,0.1932,0.1912,54469.0,0.1098,0.0944,0.0043,0.0455,0.2684,54.0,21.0,5.22,Urban,4.0,3.0,1.0,3.0,3.0,8.401550442054459,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1866,0.6863,0.1271,0.4671,0.0474,0.3308,0.1134,0.0036,0.0043,0.864,0.3649,0.14,66529.0,0.0783,0.0722,0.007,0.0507,0.1589,106.0,55.0,8.48,Urban,2.0,2.0,1.0,2.0,1.0,28.86250383,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1151,0.741,0.1438,0.4117,0.0515,0.1528,0.3352,0.0017,0.0034,0.8744,0.5479,0.1245,87701.0,0.0619,0.0692,0.0003,0.0272,0.1116,25.0,25.0,24.7,Urban,1.0,2.0,1.0,1.0,1.0,38.2226132,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2312,0.6514,0.1174,0.3386,0.0669,0.4047,0.1455,0.0027,0.0052,0.7798,0.1816,0.1776,55045.0,0.1193,0.1077,0.0709,0.0438,0.2487,15.0,3.0,5.46,Urban,4.0,2.0,1.0,4.0,3.0,29.796043980639567,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1507,0.6737,0.1756,0.6969,0.0186,0.2192,0.0361,0.0036,0.0009,0.9012,0.3406,0.1416,64014.0,0.0551,0.0728,0.044,0.0588,0.183,3.0,5.0,11.12,Urban,2.0,3.0,1.0,2.0,1.0,27.63025692550596,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.181,0.6726,0.1464,0.4043,0.0232,0.2508,0.2665,0.0011,0.0138,0.8863,0.4705,0.0768,98546.0,0.0559,0.0544,0.0047,0.0507,0.1958,14.0,8.0,7.68,Urban,2.0,2.0,1.0,2.0,1.0,12.189499011590623,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1878,0.6722,0.14,0.4593,0.0173,0.4438,0.0508,0.0032,0.0013,0.8005,0.3223,0.159,65161.0,0.0725,0.0712,0.1126,0.0403,0.1401,21.0,11.0,10.47,Urban,2.0,2.0,1.0,2.0,2.0,26.627521933567746,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1943,0.6835,0.1222,0.3317,0.0238,0.2634,0.3415,0.0017,0.0035,0.8707,0.491,0.0928,101173.0,0.0657,0.0525,0.0038,0.0419,0.134,20.0,27.0,6.74,Urban,1.0,3.0,1.0,2.0,1.0,12.307326678889115,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1667,0.6981,0.1352,0.5819,0.008,0.3307,0.0433,0.0019,0.001,0.8632,0.3899,0.1508,70088.0,0.0727,0.0804,0.0826,0.0377,0.1668,12.0,3.0,17.72,Urban,2.0,2.0,1.0,2.0,1.0,41.3389387,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1783,0.6288,0.1929,0.8095,0.0095,0.0932,0.029,0.0213,0.0003,0.8999,0.2009,0.1754,45582.0,0.0867,0.1588,0.0201,0.0413,0.1968,11.0,5.0,16.74,Urban,3.0,3.0,2.0,3.0,3.0,41.84614011203607,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1902,0.6741,0.1357,0.3943,0.1364,0.2544,0.1482,0.0025,0.0081,0.875,0.2512,0.1272,69227.0,0.1004,0.1,0.0155,0.0707,0.1997,10.0,5.0,10.01,Urban,3.0,2.0,1.0,3.0,2.0,16.527155746329107,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.6625,0.1674,0.644,0.0134,0.2604,0.0385,0.0047,0.0028,0.8723,0.3307,0.1122,66833.0,0.0698,0.0959,0.0321,0.0581,0.1838,11.0,8.0,12.46,Urban,2.0,3.0,1.0,2.0,2.0,23.906335379769214,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2276,0.6509,0.1215,0.4412,0.0247,0.4429,0.0523,0.0043,0.0066,0.7761,0.1652,0.1825,51591.0,0.1376,0.1142,0.0805,0.0457,0.1993,12.0,3.0,5.65,Urban,4.0,3.0,2.0,4.0,3.0,12.251183181575728,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2193,0.6361,0.1446,0.4795,0.0184,0.2986,0.1491,0.0068,0.0033,0.792,0.179,0.1753,52943.0,0.1118,0.1072,0.1436,0.0376,0.2173,2.0,6.0,14.67,Urban,4.0,3.0,2.0,4.0,3.0,9.433368971,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2647,0.6311,0.1042,0.3009,0.0129,0.63,0.0317,0.0064,0.0013,0.6817,0.1399,0.2826,42789.0,0.1058,0.1113,0.2387,0.031,0.1762,10.0,5.0,6.14,Urban,5.0,3.0,2.0,4.0,4.0,11.628697871070653,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1992,0.6649,0.1359,0.4665,0.0159,0.419,0.0694,0.0027,0.0014,0.8343,0.322,0.1064,78593.0,0.0749,0.0788,0.0845,0.0444,0.1834,24.0,19.0,7.0,Urban,3.0,2.0,1.0,2.0,2.0,26.56830069623181,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1794,0.7072,0.1134,0.4809,0.022,0.3121,0.1375,0.0025,0.0039,0.8564,0.4002,0.193,57663.0,0.0795,0.0764,0.0611,0.0342,0.2007,2.0,3.0,10.02,Urban,2.0,1.0,1.0,3.0,1.0,18.12363178503465,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2364,0.649,0.1145,0.5704,0.0297,0.2693,0.0684,0.0095,0.0038,0.8216,0.1555,0.2078,48739.0,0.1265,0.1709,0.0533,0.0376,0.1291,3.0,2.0,10.83,Urban,5.0,3.0,2.0,5.0,4.0,25.71146325290607,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2354,0.6693,0.0953,0.5166,0.03,0.3893,0.0367,0.0048,0.0014,0.8216,0.2237,0.129,61444.0,0.0611,0.0928,0.0092,0.1058,0.2657,27.0,7.0,11.25,Urban,2.0,2.0,1.0,3.0,2.0,50.00239594813918,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2045,0.6773,0.1182,0.6192,0.1004,0.1867,0.0549,0.0031,0.0021,0.9232,0.4073,0.1068,66288.0,0.0604,0.0766,0.0029,0.0601,0.1637,30.0,6.0,10.52,Urban,1.0,2.0,1.0,2.0,1.0,38.53202691,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1668,0.7117,0.1215,0.7843,0.0085,0.1367,0.0445,0.0021,0.0005,0.9446,0.5931,0.1343,72282.0,0.056,0.0672,0.004,0.0285,0.1407,19.0,8.0,17.52,Urban,1.0,2.0,1.0,1.0,1.0,25.162360930179226,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2035,0.6773,0.1192,0.7809,0.0093,0.1193,0.0623,0.0031,0.0,0.9605,0.5246,0.0591,83334.0,0.0452,0.0608,0.0017,0.0399,0.1734,2.0,1.0,4.8,Urban,1.0,1.0,1.0,1.0,1.0,33.62743999103268,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1303,0.6875,0.1822,0.9047,0.0114,0.0566,0.0042,0.0009,0.0029,0.9693,0.4456,0.0745,68250.0,0.0438,0.0763,0.0,0.0349,0.109,1.0,1.0,0.0,Urban,2.0,2.0,1.0,2.0,2.0,21.64970772894566,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1802,0.7112,0.1086,0.5336,0.094,0.3076,0.034,0.0051,0.0004,0.8636,0.4572,0.164,56258.0,0.0539,0.0763,0.0182,0.0392,0.1746,38.0,9.0,18.09,Urban,1.0,2.0,1.0,2.0,1.0,50.50482207980365,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2338,0.6674,0.0989,0.8383,0.0101,0.0819,0.0414,0.0016,0.0006,0.9792,0.5753,0.0377,105759.0,0.0358,0.0502,0.0059,0.0677,0.1991,5.0,6.0,6.68,Urban,1.0,1.0,1.0,1.0,1.0,14.002125777277096,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1762,0.6868,0.137,0.8972,0.0071,0.0625,0.0047,0.0043,0.0,0.9642,0.3282,0.0507,87288.0,0.056,0.0802,0.0321,0.2014,0.1521,1.0,1.0,4.13,Urban,2.0,1.0,1.0,1.0,1.0,24.76780185758514,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
