Percent-of-Population-Under-15-(2013-2017),Percent-of-Population-Aged-15-to-64-(2013-2017),Percent-of-Population-65+-(2013-2017),Percent-of-Population-White-(non-Hispanic)-(2013-2017),Percent-of-Populaiton-Black-(non-Hispanic)-(2013-2017),Percent-of-Population-Hispanic-or-Latino-(2013-2017),Percent-of-Population-Asian-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-American/Alaska-Native-(non-Hispanic)-(2013-2017),Percent-of-Population-Native-Hawaiian/Pacific-Islander-(2013-2017),Percent-of-Population-Aged-25+-who-Have-at-Least-a-High-School-Diploma-(2013-2017),Percent-of-Population-Aged-25+-who-Have-a-Bachelor's-Degree-or-More-(2013-2017),Poverty-Rate-(2013-2017),Median-Household-Income-(2013-2017),Unemployment-Rate-(2013-2017),Percent-of-Residents-with-a-Disability-(Aged-18-64)-(2013-2017),Percent-of-Popualtion-Employed-in-Mining-and-Natural-Resources-(2013-2017),Percent-of-Popualtion-Employed-in-Construction-(2013-2017),Percent-of-Popualtion-Employed-in-Trade-Transportation-and-Utilities-(2013-2017),Number-of-Substance-Use-Facilities-(As-of-March-2023),Number-of-Mental-Health-Facilities-(As-of-March-2023),MDsPerCapita,Urbanicity,Social-Resilience-Score,Economic-Risk-Score,Social-Risk-Score,Economic-Resilience-Score,Prosperity-Index-Score,death-rate-2013-2016,goodsam-law,goodsam-cs_Arrest,goodsam-cs_Charge,goodsam-cs_Prosecution,goodsam-cs_Law provides an affirmative defense,goodsam-cs_None,goodsam-paraphernalia_Arrest,goodsam-paraphernalia_Charge,goodsam-paraphernalia_Prosecution,goodsam-paraphernalia_Law provides an affirmative defense,goodsam-paraphernalia_None,goodsam-paroleyn,goodsam-parole_Protection from arrest,goodsam-parole_Protection from charge,goodsam-parole_Protection from prosecution,goodsam-parole_Protection from revocation of probation and/or parole,goodsam-parole_General protection from sanctions for violation of probation and/or parole,goodsam-mitigation,goodsam-mit-type_Controlled substances offenses,goodsam-mit-type_Alcohol-related offenses,goodsam-mit-type_Other offenses beyond controlled substances and alcohol-related violations
0.1716,0.6834,0.145,0.6359,0.2804,0.0501,0.0133,0.0015,0.0003,0.9023,0.4114,0.1629,54931.0,0.0668,0.0859,0.001,0.0482,0.1842,6.0,5.0,19.18,Urban,1.0,1.0,1.0,2.0,1.0,53.063915749212576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.192,0.6414,0.1665,0.5891,0.3725,0.0181,0.0012,0.0035,0.0,0.796,0.1441,0.2344,34319.0,0.1155,0.1655,0.0096,0.0507,0.2121,1.0,1.0,0.0,Urban,5.0,4.0,4.0,5.0,5.0,36.99707106520734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1896,0.6456,0.1648,0.5523,0.4072,0.0184,0.0052,0.0029,0.0002,0.8089,0.1713,0.2304,34773.0,0.1565,0.1718,0.0096,0.0423,0.2393,2.0,2.0,8.86,Urban,4.0,4.0,4.0,5.0,4.0,35.456277977219344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2113,0.6713,0.1174,0.6491,0.2499,0.0488,0.0189,0.0051,0.0002,0.8985,0.2635,0.1206,56345.0,0.0672,0.1059,0.0032,0.0553,0.1911,1.0,1.0,2.02,Urban,3.0,2.0,2.0,4.0,3.0,43.76603351804844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1544,0.6874,0.1583,0.5629,0.3659,0.0568,0.0031,0.003,0.0,0.8031,0.1862,0.1687,48114.0,0.07,0.1404,0.1138,0.0242,0.1875,1.0,1.0,0.0,Urban,2.0,2.0,3.0,5.0,3.0,26.527209337577688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1646,0.6569,0.1785,0.3746,0.5657,0.0194,0.002,0.0013,0.0,0.8213,0.1736,0.2454,33798.0,0.1081,0.19,0.005,0.0671,0.261,1.0,1.0,17.37,Urban,4.0,3.0,3.0,5.0,4.0,26.058631921824105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2019,0.6486,0.1495,0.5287,0.4186,0.0241,0.0123,0.0023,0.0003,0.8475,0.224,0.1962,42523.0,0.1048,0.1456,0.0038,0.0288,0.2063,7.0,2.0,11.55,Urban,3.0,3.0,3.0,3.0,3.0,51.95742377773769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1969,0.6602,0.1428,0.6932,0.1807,0.0869,0.0212,0.0019,0.0005,0.8689,0.3288,0.1427,51595.0,0.064,0.1031,0.0007,0.0442,0.1896,10.0,7.0,13.48,Urban,2.0,1.0,2.0,3.0,1.0,53.09099506212269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1602,0.6348,0.205,0.7718,0.1346,0.0597,0.0114,0.0043,0.0006,0.8854,0.2261,0.1761,44746.0,0.08,0.1435,0.0021,0.0494,0.2209,7.0,4.0,13.31,Urban,3.0,1.0,2.0,3.0,2.0,83.55025331371623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1844,0.6618,0.1538,0.4103,0.4384,0.1343,0.0073,0.0,0.0,0.7842,0.1453,0.2344,38991.0,0.0998,0.147,0.0191,0.0997,0.266,3.0,1.0,18.39,Urban,4.0,1.0,3.0,4.0,3.0,22.070183182520417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1947,0.6408,0.1645,0.691,0.2425,0.0411,0.0048,0.0023,0.0,0.8593,0.206,0.159,46328.0,0.0835,0.1304,0.0351,0.0538,0.1929,1.0,1.0,6.34,Urban,3.0,1.0,3.0,4.0,3.0,30.11570772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1867,0.6264,0.187,0.7013,0.2239,0.0494,0.0087,0.0041,0.0006,0.8423,0.2329,0.174,46852.0,0.0993,0.1323,0.0022,0.0305,0.162,2.0,2.0,5.97,Urban,3.0,1.0,3.0,4.0,2.0,51.37149956991303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1857,0.6476,0.1667,0.6829,0.2492,0.0432,0.0032,0.0011,0.0007,0.7944,0.1415,0.2033,39848.0,0.0901,0.1789,0.0051,0.0251,0.1702,2.0,1.0,1.51,Urban,4.0,4.0,4.0,5.0,4.0,40.63694650973782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.196,0.6623,0.1417,0.7589,0.1432,0.0564,0.016,0.0024,0.0006,0.8918,0.2986,0.1365,55412.0,0.069,0.1046,0.009,0.0527,0.281,4.0,6.0,8.64,Urban,2.0,1.0,2.0,3.0,2.0,51.85414581097724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1621,0.6867,0.1512,0.8639,0.0647,0.0342,0.0175,0.0033,0.0011,0.8422,0.236,0.1872,43531.0,0.08,0.118,0.0023,0.0369,0.1664,2.0,1.0,9.94,Urban,4.0,2.0,2.0,4.0,3.0,72.06640049038286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1818,0.7052,0.113,0.4378,0.4585,0.0497,0.0262,0.0012,0.0011,0.9061,0.3751,0.166,50899.0,0.0854,0.106,0.0041,0.0303,0.1372,4.0,7.0,11.2,Urban,2.0,2.0,1.0,4.0,2.0,38.83079481160841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1888,0.6301,0.1811,0.5823,0.2541,0.1489,0.0,0.001,0.0,0.7809,0.166,0.1893,41458.0,0.0762,0.1098,0.0902,0.0245,0.0984,1.0,0.0,0.0,Urban,4.0,3.0,4.0,5.0,4.0,24.85954357877989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.196,0.6538,0.1503,0.691,0.2051,0.0633,0.0223,0.0014,0.0004,0.8365,0.2283,0.1704,45219.0,0.0757,0.1356,0.0022,0.0449,0.2228,4.0,2.0,10.2,Urban,3.0,2.0,2.0,4.0,3.0,51.66044135690228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2065,0.6477,0.1458,0.4608,0.4656,0.037,0.012,0.0018,0.0,0.8273,0.1903,0.2003,40777.0,0.1245,0.1946,0.0054,0.058,0.1581,1.0,2.0,8.36,Urban,4.0,3.0,3.0,5.0,4.0,20.430526921862523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1766,0.6371,0.1864,0.6539,0.3083,0.0125,0.0,0.0013,0.0,0.7975,0.1239,0.1991,34953.0,0.0994,0.1765,0.0114,0.0182,0.2619,0.0,1.0,3.58,Urban,5.0,4.0,4.0,5.0,5.0,35.80635920939559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.205,0.6646,0.1304,0.7154,0.1867,0.0498,0.017,0.0064,0.0004,0.8847,0.2951,0.1252,56482.0,0.0779,0.0983,0.0054,0.0398,0.2187,3.0,3.0,6.51,Urban,3.0,1.0,1.0,3.0,2.0,55.373240067425066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1301,0.611,0.2589,0.9075,0.002,0.03,0.0043,0.04,0.0,0.9336,0.245,0.1162,52891.0,0.0464,0.1096,0.0214,0.0554,0.1436,1.0,0.0,11.84,Urban,2.0,1.0,2.0,1.0,1.0,23.67704510477093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2508,0.6461,0.103,0.9389,0.0087,0.0177,0.0105,0.0051,0.0003,0.9514,0.4123,0.0373,77455.0,0.0187,0.0548,0.0036,0.0915,0.1682,3.0,1.0,13.62,Urban,2.0,1.0,1.0,2.0,1.0,17.511090357226244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2204,0.5828,0.1968,0.951,0.0066,0.0296,0.0,0.0052,0.0,0.893,0.2255,0.1039,58485.0,0.0244,0.1002,0.0091,0.0671,0.2462,0.0,0.0,0.0,Urban,4.0,2.0,2.0,2.0,2.0,17.806267806267805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2063,0.6578,0.1359,0.8817,0.0167,0.0408,0.0116,0.0214,0.0008,0.9337,0.2378,0.0905,53069.0,0.0147,0.1331,0.0055,0.1117,0.1661,2.0,1.0,18.63,Urban,3.0,1.0,1.0,2.0,2.0,22.35469448584203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2129,0.6654,0.1217,0.8393,0.0442,0.0468,0.0195,0.0248,0.0002,0.9141,0.3026,0.1158,55293.0,0.037,0.094,0.0027,0.0463,0.2221,12.0,9.0,8.79,Urban,1.0,1.0,1.0,3.0,1.0,22.525739778258814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2009,0.6453,0.1537,0.8064,0.0119,0.0479,0.0111,0.078,0.0004,0.9281,0.2893,0.1378,51084.0,0.0478,0.1232,0.0027,0.0668,0.2151,9.0,5.0,7.46,Urban,1.0,1.0,2.0,2.0,1.0,19.571660235978303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1969,0.6003,0.2028,0.9585,0.0054,0.0199,0.0002,0.0051,0.0,0.922,0.2144,0.1034,54707.0,0.0228,0.1115,0.0666,0.0625,0.204,0.0,0.0,0.0,Urban,3.0,1.0,2.0,2.0,2.0,24.12836289057788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2011,0.6422,0.1568,0.9294,0.0067,0.029,0.0122,0.0042,0.0,0.9127,0.3014,0.0644,63890.0,0.0269,0.0869,0.0044,0.0296,0.1469,1.0,1.0,26.95,Urban,1.0,1.0,1.0,2.0,1.0,26.95054574855141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1743,0.636,0.1897,0.8985,0.0365,0.0253,0.0136,0.0024,0.0005,0.855,0.2397,0.1721,44241.0,0.0736,0.1715,0.0021,0.034,0.1163,7.0,2.0,6.62,Urban,3.0,3.0,3.0,4.0,3.0,112.51571910781654,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1717,0.6444,0.1839,0.9156,0.0279,0.0303,0.0081,0.0027,0.0002,0.8816,0.2312,0.1357,49532.0,0.0652,0.123,0.0022,0.0681,0.197,6.0,6.0,9.51,Urban,3.0,1.0,3.0,4.0,3.0,64.98034740712565,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1845,0.6577,0.1578,0.8688,0.0474,0.0557,0.0098,0.0015,0.0001,0.8346,0.209,0.1843,43721.0,0.0935,0.1615,0.0071,0.0391,0.1861,5.0,2.0,3.89,Urban,4.0,3.0,3.0,4.0,3.0,45.69317518957807,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1696,0.6354,0.195,0.9672,0.0057,0.0121,0.0021,0.0026,0.0,0.7437,0.1062,0.2238,33628.0,0.0871,0.2285,0.0044,0.0582,0.2026,3.0,4.0,12.5,Urban,5.0,3.0,5.0,4.0,4.0,99.98000399920016,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1719,0.646,0.1821,0.9459,0.0139,0.0189,0.004,0.0042,0.0,0.8324,0.13,0.1618,43654.0,0.0991,0.1779,0.0076,0.0345,0.2226,2.0,1.0,0.0,Urban,5.0,2.0,3.0,4.0,4.0,101.04655359076146,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1591,0.6439,0.1971,0.9526,0.0124,0.0165,0.0036,0.003,0.0,0.8131,0.161,0.2388,33177.0,0.071,0.1909,0.002,0.0592,0.1918,0.0,2.0,3.53,Urban,5.0,3.0,3.0,5.0,4.0,75.82838097589362,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1939,0.6724,0.1337,0.936,0.0139,0.0264,0.0042,0.0014,0.0022,0.8561,0.1942,0.1294,53179.0,0.0655,0.1412,0.0017,0.0633,0.1781,1.0,0.0,2.53,Urban,4.0,2.0,2.0,4.0,3.0,166.7719519898926,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1809,0.6535,0.1657,0.863,0.0904,0.0233,0.0118,0.0004,0.0,0.8402,0.1579,0.1793,42376.0,0.1074,0.1013,0.0,0.0,0.1453,1.0,1.0,5.76,Urban,5.0,3.0,3.0,5.0,4.0,23.048112935753384,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.2063,0.6198,0.1739,0.7506,0.1289,0.0994,0.0019,0.0014,0.0,0.7653,0.1358,0.1826,38043.0,0.0684,0.1847,0.0325,0.0406,0.1542,0.0,0.0,0.0,Urban,4.0,4.0,4.0,5.0,4.0,27.47630168979256,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1852,0.7044,0.1105,0.5658,0.2746,0.0995,0.0343,0.0027,0.0006,0.875,0.382,0.1766,50484.0,0.0622,0.1036,0.0009,0.0402,0.1888,30.0,15.0,19.16,Urban,1.0,2.0,2.0,3.0,2.0,83.99649640282384,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1947,0.6518,0.1535,0.9006,0.04,0.0314,0.0051,0.0037,0.0,0.8364,0.1414,0.1594,47137.0,0.0564,0.1561,0.003,0.0456,0.1841,3.0,1.0,3.93,Urban,4.0,2.0,3.0,4.0,3.0,94.25440836,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.172,0.6419,0.1861,0.6811,0.2758,0.0243,0.0066,0.0017,0.0,0.8622,0.2207,0.1496,55972.0,0.0836,0.1268,0.0196,0.0897,0.1671,2.0,1.0,0.0,Urban,4.0,2.0,2.0,4.0,3.0,30.71331678226818,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1697,0.6453,0.185,0.9507,0.0051,0.0287,0.0043,0.0021,0.0,0.8043,0.116,0.2024,37522.0,0.0821,0.2163,0.0274,0.0574,0.1876,1.0,2.0,0.0,Urban,5.0,2.0,4.0,5.0,4.0,26.300793407267783,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1935,0.6313,0.1752,0.8217,0.0348,0.1118,0.0084,0.0015,0.0002,0.8146,0.1597,0.2118,39270.0,0.0872,0.174,0.004,0.0298,0.2092,4.0,5.0,12.66,Urban,4.0,3.0,3.0,5.0,4.0,87.02118570321029,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1773,0.6628,0.16,0.7153,0.1954,0.0507,0.0193,0.0012,0.0003,0.8776,0.296,0.1484,49434.0,0.0694,0.1175,0.0006,0.0417,0.2098,17.0,8.0,10.82,Urban,2.0,1.0,2.0,3.0,2.0,50.95287571,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1718,0.6387,0.1895,0.9547,0.0125,0.0134,0.0041,0.0024,0.0,0.8199,0.1299,0.1923,37883.0,0.0886,0.2082,0.0083,0.0326,0.1485,0.0,1.0,3.54,Urban,5.0,3.0,4.0,5.0,4.0,72.48042145,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1725,0.6712,0.1563,0.9092,0.0474,0.022,0.0018,0.0002,0.0,0.7717,0.114,0.2291,37546.0,0.0743,0.2176,0.0,0.0,0.119,1.0,1.0,4.12,Urban,5.0,2.0,4.0,5.0,4.0,49.48249556719311,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1665,0.6456,0.188,0.9261,0.0221,0.0336,0.0032,0.0022,0.0,0.8368,0.1562,0.1522,43673.0,0.0778,0.1821,0.0,0.0,0.2636,2.0,0.0,5.68,Urban,5.0,1.0,3.0,5.0,3.0,30.27378857542904,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1779,0.6776,0.1446,0.8293,0.0886,0.0384,0.0202,0.0021,0.0005,0.9056,0.3566,0.1619,50366.0,0.0621,0.1106,0.0013,0.0443,0.2226,18.0,14.0,14.06,Urban,2.0,1.0,2.0,3.0,2.0,118.48341232227487,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1634,0.5903,0.2463,0.8876,0.0115,0.0792,0.0073,0.0014,0.0005,0.853,0.2538,0.1349,52995.0,0.0751,0.1379,0.0479,0.0537,0.227,0.0,1.0,7.9,Urban,3.0,1.0,3.0,4.0,2.0,94.79234552,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.2045,0.6392,0.1563,0.9431,0.0021,0.0482,0.0008,0.001,0.0004,0.7573,0.0922,0.1855,34098.0,0.0684,0.1842,0.0106,0.017,0.2353,0.0,0.0,0.0,Urban,5.0,2.0,4.0,5.0,5.0,43.62240446693422,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1922,0.6577,0.1501,0.5671,0.3726,0.0359,0.0105,0.0004,0.0,0.8854,0.2554,0.1941,44237.0,0.0728,0.1411,0.0022,0.0403,0.196,10.0,5.0,19.36,Urban,2.0,3.0,2.0,3.0,2.0,25.476928093918147,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1758,0.6417,0.1825,0.9224,0.0174,0.0166,0.0042,0.0026,0.0,0.7831,0.1235,0.1923,41477.0,0.0655,0.2,0.003,0.0247,0.2211,1.0,2.0,0.0,Urban,5.0,2.0,4.0,5.0,4.0,35.25720128336213,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1981,0.6538,0.1481,0.7985,0.1157,0.0531,0.0079,0.0035,0.0,0.8815,0.1956,0.1471,49597.0,0.0711,0.139,0.0022,0.0308,0.1804,5.0,4.0,10.49,Urban,3.0,1.0,2.0,4.0,2.0,55.96558116758194,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.233,0.6812,0.0858,0.651,0.1855,0.0949,0.0213,0.005,0.004,0.9224,0.2533,0.1519,51528.0,0.0824,0.1402,0.0064,0.0365,0.2059,3.0,3.0,4.74,Urban,4.0,1.0,2.0,5.0,3.0,44.278342092362514,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1602,0.6835,0.1563,0.9349,0.0464,0.0114,0.0003,0.0019,0.0001,0.7978,0.0746,0.236,39728.0,0.0862,0.2039,0.0065,0.0193,0.1029,1.0,2.0,0.0,Urban,5.0,4.0,3.0,5.0,5.0,92.21689413500552,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1642,0.6427,0.1931,0.955,0.0019,0.018,0.0012,0.0034,0.0,0.79,0.0968,0.1777,41520.0,0.0903,0.165,0.0187,0.019,0.1595,0.0,0.0,0.0,Urban,5.0,3.0,4.0,5.0,4.0,23.95639935317722,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1577,0.6295,0.2128,0.9326,0.0236,0.0163,0.0065,0.003,0.0,0.8582,0.1878,0.1619,42299.0,0.0929,0.1962,0.0007,0.0202,0.1375,5.0,2.0,9.44,Urban,4.0,1.0,3.0,5.0,3.0,111.35647283090805,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.2063,0.6592,0.1344,0.8428,0.0729,0.0613,0.0051,0.0039,0.0002,0.8654,0.1813,0.1055,56331.0,0.074,0.1302,0.0086,0.0466,0.2225,0.0,2.0,4.42,Urban,4.0,2.0,2.0,4.0,3.0,57.43317870554451,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.2102,0.6944,0.0954,0.7341,0.1352,0.0716,0.0296,0.0017,0.0003,0.9077,0.3023,0.1256,58032.0,0.0609,0.0882,0.0009,0.033,0.2123,11.0,3.0,10.33,Urban,3.0,2.0,1.0,4.0,2.0,55.11748636703423,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1869,0.6199,0.1931,0.8556,0.0024,0.0339,0.0,0.0056,0.0,0.8183,0.1324,0.1609,46541.0,0.091,0.2254,0.027,0.0136,0.2012,0.0,0.0,0.0,Urban,5.0,2.0,4.0,5.0,4.0,74.77906186267845,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
