percent_of_population_under_15_(2013_2017),percent_of_population_aged_15_to_64_(2013_2017),percent_of_population_65plus_(2013_2017),percent_of_population_white_(non_hispanic)_(2013_2017),percent_of_populaiton_black_(non_hispanic)_(2013_2017),percent_of_population_hispanic_or_latino_(2013_2017),percent_of_population_asian_(non_hispanic)_(2013_2017),percent_of_population_native_american_alaska_native_(non_hispanic)_(2013_2017),percent_of_population_native_hawaiian_pacific_islander_(2013_2017),percent_of_population_aged_25plus_who_have_at_least_a_high_school_diploma_(2013_2017),percent_of_population_aged_25plus_who_have_a_bachelor's_degree_or_more_(2013_2017),poverty_rate_(2013_2017),median_household_income_(2013_2017),unemployment_rate_(2013_2017),percent_of_residents_with_a_disability_(aged_18_64)_(2013_2017),percent_of_popualtion_employed_in_mining_and_natural_resources_(2013_2017),percent_of_popualtion_employed_in_construction_(2013_2017),percent_of_popualtion_employed_in_trade_transportation_and_utilities_(2013_2017),number_of_substance_use_facilities_(as_of_march_2023),number_of_mental_health_facilities_(as_of_march_2023),mdspercapita,urbanicity,social_resilience_score,economic_risk_score,social_risk_score,economic_resilience_score,prosperity_index_score,delta_death_rate,m_enforce,ad_providers_Physicians,m_providers_Physicians,PDMP_any,PDMP_strestOnly if other state has PDMP laws consistent with or similar to this state,m_disc_specifics_Risks of the use of the drug,mmps-cann_THC,mmps-cpa_Independent third parties,PDMP_regkindPhysician prescribers,PDMP_Medicaid,m_write,PDMP_regawhen_Prior to accessing the PDMP,PDMP_proactNo action specified in the law,PDMP_regkindPhysician assistants,ad_disc_specifics_Risks of the use of the drug,PDMP_regkind_Optometrists,PDMP_agency_Professional licensing authority,PDMP_strest_Must have bilateral memorandum of understanding or data sharing agreement,mmps-label_Product potency,PDMP_leowhenActive investigations,PDMP_regkindNurse Practitioners,diff_std,m_law,PDMP_regkind_Pharmacists,PDMP_drepschSchedule V,PDMP_regkind_Podiatrists,ad_write,adult_law,PDMP_regkind_Dentists,PDMP_mimm,PDMP_agencyDepartment of Health 
0.1717,0.6444,0.1839,0.9156,0.0279,0.0303,0.0081,0.0027,0.0002,0.8816,0.2312,0.1357,49532.0,0.0652,0.123,0.0022,0.0681,0.197,6.0,6.0,9.51,1.0,3.0,1.0,3.0,4.0,3.0,64.08367730154775,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1845,0.6577,0.1578,0.8688,0.0474,0.0557,0.0098,0.0015,0.0001,0.8346,0.209,0.1843,43721.0,0.0935,0.1615,0.0071,0.0391,0.1861,5.0,2.0,3.89,1.0,4.0,3.0,3.0,4.0,3.0,32.196388536139395,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1696,0.6354,0.195,0.9672,0.0057,0.0121,0.0021,0.0026,0.0,0.7437,0.1062,0.2238,33628.0,0.0871,0.2285,0.0044,0.0582,0.2026,3.0,4.0,12.5,1.0,5.0,3.0,5.0,4.0,4.0,-6.042764229,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1719,0.646,0.1821,0.9459,0.0139,0.0189,0.004,0.0042,0.0,0.8324,0.13,0.1618,43654.0,0.0991,0.1779,0.0076,0.0345,0.2226,2.0,1.0,0.0,1.0,5.0,2.0,3.0,4.0,4.0,80.65726917812525,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1591,0.6439,0.1971,0.9526,0.0124,0.0165,0.0036,0.003,0.0,0.8131,0.161,0.2388,33177.0,0.071,0.1909,0.002,0.0592,0.1918,0.0,2.0,3.53,1.0,5.0,3.0,3.0,5.0,4.0,5.856457607762309,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1939,0.6724,0.1337,0.936,0.0139,0.0264,0.0042,0.0014,0.0022,0.8561,0.1942,0.1294,53179.0,0.0655,0.1412,0.0017,0.0633,0.1781,1.0,0.0,2.53,1.0,4.0,2.0,2.0,4.0,3.0,97.42884061,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1809,0.6535,0.1657,0.863,0.0904,0.0233,0.0118,0.0004,0.0,0.8402,0.1579,0.1793,42376.0,0.1074,0.1013,0.0,0.0,0.1453,1.0,1.0,5.76,1.0,5.0,3.0,3.0,5.0,4.0,11.67812852737892,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.2063,0.6198,0.1739,0.7506,0.1289,0.0994,0.0019,0.0014,0.0,0.7653,0.1358,0.1826,38043.0,0.0684,0.1847,0.0325,0.0406,0.1542,0.0,0.0,0.0,1.0,4.0,4.0,4.0,5.0,4.0,8.207397996190885,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1852,0.7044,0.1105,0.5658,0.2746,0.0995,0.0343,0.0027,0.0006,0.875,0.382,0.1766,50484.0,0.0622,0.1036,0.0009,0.0402,0.1888,30.0,15.0,19.16,1.0,1.0,2.0,2.0,3.0,2.0,97.93973417206077,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1947,0.6518,0.1535,0.9006,0.04,0.0314,0.0051,0.0037,0.0,0.8364,0.1414,0.1594,47137.0,0.0564,0.1561,0.003,0.0456,0.1841,3.0,1.0,3.93,1.0,4.0,2.0,3.0,4.0,3.0,90.93077683,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.172,0.6419,0.1861,0.6811,0.2758,0.0243,0.0066,0.0017,0.0,0.8622,0.2207,0.1496,55972.0,0.0836,0.1268,0.0196,0.0897,0.1671,2.0,1.0,0.0,1.0,4.0,2.0,2.0,4.0,3.0,39.02504412577338,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1697,0.6453,0.185,0.9507,0.0051,0.0287,0.0043,0.0021,0.0,0.8043,0.116,0.2024,37522.0,0.0821,0.2163,0.0274,0.0574,0.1876,1.0,2.0,0.0,1.0,5.0,2.0,4.0,5.0,4.0,50.697966057163065,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1935,0.6313,0.1752,0.8217,0.0348,0.1118,0.0084,0.0015,0.0002,0.8146,0.1597,0.2118,39270.0,0.0872,0.174,0.004,0.0298,0.2092,4.0,5.0,12.66,1.0,4.0,3.0,3.0,5.0,4.0,4.902035037161141,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1773,0.6628,0.16,0.7153,0.1954,0.0507,0.0193,0.0012,0.0003,0.8776,0.296,0.1484,49434.0,0.0694,0.1175,0.0006,0.0417,0.2098,17.0,8.0,10.82,1.0,2.0,1.0,2.0,3.0,2.0,43.33228880799116,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1718,0.6387,0.1895,0.9547,0.0125,0.0134,0.0041,0.0024,0.0,0.8199,0.1299,0.1923,37883.0,0.0886,0.2082,0.0083,0.0326,0.1485,0.0,1.0,3.54,1.0,5.0,3.0,4.0,5.0,4.0,17.303568830000003,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1725,0.6712,0.1563,0.9092,0.0474,0.022,0.0018,0.0002,0.0,0.7717,0.114,0.2291,37546.0,0.0743,0.2176,0.0,0.0,0.119,1.0,1.0,4.12,1.0,5.0,2.0,4.0,5.0,4.0,171.86328678953578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1665,0.6456,0.188,0.9261,0.0221,0.0336,0.0032,0.0022,0.0,0.8368,0.1562,0.1522,43673.0,0.0778,0.1821,0.0,0.0,0.2636,2.0,0.0,5.68,1.0,5.0,1.0,3.0,5.0,3.0,32.274502384570965,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1779,0.6776,0.1446,0.8293,0.0886,0.0384,0.0202,0.0021,0.0005,0.9056,0.3566,0.1619,50366.0,0.0621,0.1106,0.0013,0.0443,0.2226,18.0,14.0,14.06,1.0,2.0,1.0,2.0,3.0,2.0,96.12421340202587,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1634,0.5903,0.2463,0.8876,0.0115,0.0792,0.0073,0.0014,0.0005,0.853,0.2538,0.1349,52995.0,0.0751,0.1379,0.0479,0.0537,0.227,0.0,1.0,7.9,1.0,3.0,1.0,3.0,4.0,2.0,30.324951948275327,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.2045,0.6392,0.1563,0.9431,0.0021,0.0482,0.0008,0.001,0.0004,0.7573,0.0922,0.1855,34098.0,0.0684,0.1842,0.0106,0.017,0.2353,0.0,0.0,0.0,1.0,5.0,2.0,4.0,5.0,5.0,12.480825476161073,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1922,0.6577,0.1501,0.5671,0.3726,0.0359,0.0105,0.0004,0.0,0.8854,0.2554,0.1941,44237.0,0.0728,0.1411,0.0022,0.0403,0.196,10.0,5.0,19.36,1.0,2.0,3.0,2.0,3.0,2.0,28.39964372965133,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1758,0.6417,0.1825,0.9224,0.0174,0.0166,0.0042,0.0026,0.0,0.7831,0.1235,0.1923,41477.0,0.0655,0.2,0.003,0.0247,0.2211,1.0,2.0,0.0,1.0,5.0,2.0,4.0,5.0,4.0,27.506493406131924,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1981,0.6538,0.1481,0.7985,0.1157,0.0531,0.0079,0.0035,0.0,0.8815,0.1956,0.1471,49597.0,0.0711,0.139,0.0022,0.0308,0.1804,5.0,4.0,10.49,1.0,3.0,1.0,2.0,4.0,2.0,48.063264112235466,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.233,0.6812,0.0858,0.651,0.1855,0.0949,0.0213,0.005,0.004,0.9224,0.2533,0.1519,51528.0,0.0824,0.1402,0.0064,0.0365,0.2059,3.0,3.0,4.74,1.0,4.0,1.0,2.0,5.0,3.0,87.09852447685088,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1602,0.6835,0.1563,0.9349,0.0464,0.0114,0.0003,0.0019,0.0001,0.7978,0.0746,0.236,39728.0,0.0862,0.2039,0.0065,0.0193,0.1029,1.0,2.0,0.0,1.0,5.0,4.0,3.0,5.0,5.0,-11.86903517,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1642,0.6427,0.1931,0.955,0.0019,0.018,0.0012,0.0034,0.0,0.79,0.0968,0.1777,41520.0,0.0903,0.165,0.0187,0.019,0.1595,0.0,0.0,0.0,1.0,5.0,3.0,4.0,5.0,4.0,10.325397012952363,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1577,0.6295,0.2128,0.9326,0.0236,0.0163,0.0065,0.003,0.0,0.8582,0.1878,0.1619,42299.0,0.0929,0.1962,0.0007,0.0202,0.1375,5.0,2.0,9.44,1.0,4.0,1.0,3.0,5.0,3.0,57.45788764402303,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.2063,0.6592,0.1344,0.8428,0.0729,0.0613,0.0051,0.0039,0.0002,0.8654,0.1813,0.1055,56331.0,0.074,0.1302,0.0086,0.0466,0.2225,0.0,2.0,4.42,1.0,4.0,2.0,2.0,4.0,3.0,76.71333141,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.2102,0.6944,0.0954,0.7341,0.1352,0.0716,0.0296,0.0017,0.0003,0.9077,0.3023,0.1256,58032.0,0.0609,0.0882,0.0009,0.033,0.2123,11.0,3.0,10.33,1.0,3.0,2.0,1.0,4.0,2.0,57.22030174065509,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1869,0.6199,0.1931,0.8556,0.0024,0.0339,0.0,0.0056,0.0,0.8183,0.1324,0.1609,46541.0,0.091,0.2254,0.027,0.0136,0.2012,0.0,0.0,0.0,1.0,5.0,2.0,4.0,5.0,4.0,33.31529815512533,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.2119,0.6717,0.1165,0.3682,0.5299,0.0595,0.0247,0.0014,0.0002,0.8707,0.3017,0.2138,46854.0,0.094,0.1132,0.0005,0.0336,0.2706,25.0,15.0,7.15,1.0,2.0,3.0,3.0,4.0,3.0,67.32407811250945,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1945,0.6516,0.1539,0.9327,0.025,0.0247,0.0003,0.0059,0.0,0.8266,0.1072,0.1617,44272.0,0.0423,0.1715,0.0161,0.0213,0.1556,0.0,0.0,0.0,1.0,5.0,2.0,3.0,5.0,4.0,16.962213530451578,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1626,0.6342,0.2031,0.9382,0.0185,0.017,0.0054,0.0015,0.0004,0.8571,0.2136,0.1685,40983.0,0.0774,0.1788,0.0007,0.0771,0.1986,7.0,6.0,18.51,1.0,2.0,3.0,3.0,4.0,3.0,27.990465223545684,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.2006,0.653,0.1464,0.8571,0.0676,0.0434,0.012,0.0027,0.0007,0.8926,0.256,0.0968,58972.0,0.0525,0.1093,0.0015,0.0577,0.2109,5.0,4.0,4.63,1.0,3.0,1.0,2.0,4.0,2.0,54.96022937190682,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.2084,0.6619,0.1297,0.7611,0.1827,0.0256,0.0053,0.0064,0.002,0.8571,0.1562,0.1382,54650.0,0.0935,0.1395,0.0102,0.0775,0.2083,3.0,2.0,0.0,1.0,4.0,2.0,3.0,5.0,3.0,22.167959208602184,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1877,0.6508,0.1615,0.8565,0.1176,0.0041,0.0157,0.0,0.0,0.793,0.148,0.1326,47667.0,0.0798,0.1577,0.0,0.0,0.1504,1.0,0.0,0.0,1.0,5.0,3.0,4.0,5.0,5.0,149.38029299658243,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1549,0.6281,0.217,0.9395,0.007,0.0427,0.0043,0.0006,0.0,0.8089,0.1258,0.2103,35390.0,0.1146,0.2336,0.0166,0.0334,0.108,0.0,1.0,16.72,1.0,5.0,3.0,5.0,5.0,4.0,17.05414069,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1856,0.6506,0.1638,0.9666,0.0047,0.0149,0.0026,0.0003,0.0,0.7691,0.0995,0.2355,38540.0,0.0905,0.1782,0.0,0.0,0.2212,1.0,2.0,0.0,1.0,5.0,3.0,4.0,5.0,5.0,33.373861646648805,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.163,0.668,0.169,0.8945,0.0389,0.0318,0.0144,0.003,0.0001,0.8844,0.3086,0.1712,44444.0,0.0568,0.1517,0.0003,0.025,0.1709,17.0,5.0,46.81,1.0,2.0,2.0,2.0,4.0,2.0,7.021267811146807,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.2293,0.6552,0.1155,0.8565,0.0423,0.0463,0.0377,0.0011,0.0005,0.9558,0.5658,0.0515,100140.0,0.0375,0.0529,0.0017,0.0456,0.1695,5.0,3.0,14.59,1.0,1.0,1.0,1.0,1.0,1.0,14.083452608751728,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1997,0.6554,0.1449,0.8627,0.0665,0.0368,0.0146,0.0038,0.0015,0.8979,0.2886,0.091,63426.0,0.0538,0.1082,0.0013,0.0445,0.3078,2.0,4.0,10.35,1.0,3.0,1.0,1.0,3.0,1.0,56.43137642870721,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
0.1533,0.5775,0.2693,0.6808,0.0162,0.2627,0.0101,0.0018,0.0,0.8321,0.2019,0.1702,44851.0,0.0755,0.1861,0.0594,0.0626,0.2144,0.0,0.0,0.0,1.0,4.0,3.0,4.0,2.0,3.0,-11.35452116,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.1752,0.6469,0.1779,0.8858,0.0069,0.0825,0.0049,0.0113,0.0,0.9008,0.2181,0.0814,62407.0,0.0333,0.0998,0.2002,0.0581,0.2136,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,3.0,11.961798647035412,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.173,0.6079,0.219,0.8369,0.0073,0.127,0.0,0.012,0.0,0.8977,0.2311,0.0961,65000.0,0.016,0.0894,0.016,0.0955,0.1063,0.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,50.505050505050505,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.2316,0.6303,0.1381,0.3481,0.0074,0.6308,0.0031,0.0014,0.0,0.753,0.1427,0.153,53181.0,0.0724,0.0911,0.1415,0.0748,0.2363,1.0,1.0,4.19,1.0,5.0,3.0,4.0,4.0,4.0,-0.377403389,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.2001,0.6219,0.178,0.6381,0.0848,0.255,0.0005,0.0003,0.0,0.8242,0.2099,0.1446,56681.0,0.0578,0.1201,0.0217,0.09,0.2782,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,5.819380468201224,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.1419,0.6103,0.2478,0.7916,0.0068,0.1769,0.0019,0.005,0.0,0.8682,0.2404,0.165,55434.0,0.0411,0.1606,0.0437,0.0797,0.1718,0.0,0.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,9.798334139338229,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.2119,0.654,0.1341,0.5444,0.078,0.3516,0.0088,0.004,0.0,0.8058,0.1836,0.1363,55808.0,0.0859,0.1363,0.0295,0.0642,0.2235,3.0,1.0,8.94,1.0,4.0,1.0,2.0,3.0,3.0,0.032901097,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.2388,0.6627,0.0985,0.4809,0.2079,0.2354,0.0266,0.003,0.0069,0.9031,0.2324,0.1469,51529.0,0.0872,0.1362,0.0035,0.0451,0.1947,5.0,6.0,3.32,1.0,4.0,2.0,2.0,4.0,3.0,4.495957292,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.2192,0.6683,0.1126,0.2889,0.0711,0.5946,0.0263,0.0018,0.0004,0.8342,0.2693,0.1718,52353.0,0.0673,0.1215,0.0064,0.0451,0.1669,23.0,16.0,5.86,1.0,3.0,2.0,2.0,4.0,3.0,5.496968042414306,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
